cuda_device : 0
eos_c_token : EOS_U
beam_len_bonus : 0.5
mode : test
m : TSD
prev_z_method : separate
seed : 0
vocab_size : 800
embedding_size : 50
hidden_size : 50
split : (4, 0, 1)
lr : 0.003
lr_decay : 0.5
entity : ./data/CamRest676/CamRestOTGY.json
db : ./data/CamRest676/CamRestDB.json
glove_path : ./data/glove/glove.6B.50d.txt
batch_size : 1
z_length : 8
degree_size : 5
layer_num : 1
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 20
cuda : True
spv_proportion : 100
max_ts : 40
early_stop_count : 5
new_vocab : True
data : ./data/CamRest676/CamRest676_annotated.json
vocab_path : ./vocab/CamRest676_annotated_complete.pkl
model_path : ./models/camrest_annotated_coreference_resolution+greedy+copy_history+modifiedloss.pkl
result_path : ./results/camrest_annotated_coreference_resolution+greedy+copy_history+modifiedloss.csv
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,generated_user,user_complete,user,bspan,response,u_len,m_len,supervised
550,3,"no , you 've covered all all , i believe . thanks for your help .","no , you 've covered it all , i believe . thanks for your help .","no , you 've covered it all , i believe . thanks for your help .",british expensive EOS_Z1,you 're welcome .,17,5,True
656,0,i would like a cheap restaurant that serves greek food,i would like a cheap restaurant that serves greek food,i would like a cheap restaurant that serves greek food,greek cheap EOS_Z1,i can not locate a cheap greek restaurant . is there another one that you are interested in .,11,20,True
656,1,please check for cheap italian restaurant that serves greek food . i will also need the address and phone number .,please check for cheap italian food . i will also need the address and phone number .,please check for cheap italian one . i will also need the address and phone number .,italian cheap EOS_Z1 address phone,"there are 5 entries for italian food in the cheap price range . is there an area of town that works best for you area_SLOT , area_SLOT , or area_SLOT ?",18,32,True
656,2,price range does n't matter .,area does n't matter .,it does n't matter .,italian cheap EOS_Z1,how about name_SLOT ? it is located at address_SLOT and the phone number is phone_SLOT .,6,17,True
656,3,thank you . goodbye !,thank you . goodbye !,thank you . goodbye !,italian cheap EOS_Z1,"thank you for using our service , goodbye .",6,10,True
667,0,i am looking for a restaurant that serves irish food and is in the expensive price range .,i am looking for a restaurant that serves irish food and is in the expensive price range .,i am looking for a restaurant that serves irish food and is in the expensive price range .,irish expensive EOS_Z1,there is not a restaurant serving irish food in the expensive price range . would you like another restaurant ?,19,21,True
667,1,is there a korean restaurant in the expensive price range ?,is there a korean restaurant in the expensive price range ?,is there a korean one in that price range ?,korean expensive EOS_Z1,"yes , name_SLOT is a korean restaurant in the expensive price range .",11,14,True
667,2,great ! can you give me the address and area of name_SLOT ?,great ! can you give me the address and area of name_SLOT ?,great ! can you give me the address and area of it ?,korean expensive EOS_Z1 address area,name_SLOT is located at address_SLOT . may i help you with anything else today ?,14,16,True
667,3,no thank you goodbye,no thank you goodbye,no thank you goodbye,korean expensive EOS_Z1,thank you . goodbye,5,5,True
568,0,hi . i 'm looking for a moderately priced restaurant .,hi . i 'm looking for a moderately priced restaurant .,hi . i 'm looking for a moderately priced restaurant .,moderate EOS_Z1,name_SLOT is a food_SLOT restaurant in the area_SLOT,12,9,True
568,1,i need something that 's in the east part of town .,i need a moderately priced restaurant that 's in the east part of town .,i need something that 's in the east part of town .,moderate east EOS_Z1,name_SLOT is moderately priced and located at address_SLOT phone_SLOT .,13,11,True
568,2,what is the phone number of name_SLOT ?,what is the phone number of name_SLOT ?,what is the phone number of it ?,moderate east EOS_Z1 phone,name_SLOT 's phone number is phone_SLOT . is there anything else i can help you with today ?,9,19,True
568,3,no thank you . that is all i needed . bye bye !,no thank you . that is all i needed . bye bye !,no thank you . that is all i needed . bye bye !,moderate east EOS_Z1,you 're welcome . have a good evening .,14,10,True
635,0,i would like a barbeque restaurant .,i would like a barbeque restaurant .,i would like a barbeque restaurant .,barbeque EOS_Z1,"where would you like to search for a restaurant , and what price range would you prefer ?",8,19,True
635,1,i do not care about the area of a price range .,i do not care about the price range or location .,i do not care about them .,barbeque EOS_Z1,there are no restaurants serving barbeque .,8,8,True
635,2,"do you have an address , phone number and postcode for a north american restaurant ?","do you have an address , phone number and postcode for a north american food restaurant ?","do you have an address , phone number and postcode for a north american one ?",north american EOS_Z1 address phone postcode,"the name_SLOT is at address_SLOT , post code postcode_SLOT . the phone number is phone_SLOT .",17,17,True
635,3,thank you goodbye .,thank you goodbye .,thank you goodbye .,north american EOS_Z1,thank you .,5,4,True
599,0,i want a cheap restaurant in the west part of town . what is the address and phone number ?,i want a cheap restaurant in the west part of town . what is the address and phone number ?,i want a cheap restaurant in the west part of town . what is the address and phone number ?,cheap west EOS_Z1 address phone,"i have found two that may work . first , name_SLOT is at address_SLOT , phone is phone_SLOT . second one serves food_SLOT at address_SLOT , number is phone_SLOT",21,30,True
599,1,"is there any cheap one in the west part of town else , if so give me their address and phone number .","is there any cheap restaurant in the west part of town else , if so give me their address and phone number .","is there any cheap one in that part of town else , if so give me their address and phone number .",cheap west EOS_Z1 address phone,those are the only listings in the west part of town . would you like to change your location or price range ?,23,24,True
599,2,no thank you .,no thank you .,no thank you .,cheap west EOS_Z1,is there anything else i can help you with ?,5,11,True
599,3,"no , that 's fine . thank you !","no , that 's fine . thank you !","no , that 's fine . thank you !",cheap west EOS_Z1,thank you very much for using the cambridge restaurant system .,10,12,True
637,0,hello ! i am looking for the address and phone number of a lebanese restaurant in the centre .,hello ! i am looking for the address and phone number of a lebanese restaurant in the centre .,hello ! i am looking for the address and phone number of a lebanese restaurant in the centre .,lebanese centre EOS_Z1 address phone,name_SLOT is a lebanese restaurant in the centre area . its address is 59 hills road city . phone number is phone_SLOT,20,23,True
637,1,"thank you , goodbye .","thank you , goodbye .","thank you , goodbye .",lebanese centre EOS_Z1,thank you .,6,4,True
624,0,i want a moderately priced restaurant in the north part of town . what is the address ?,i want a moderately priced restaurant in the north part of town . what is the address ?,i want a moderately priced restaurant in the north part of town . what is the address ?,moderate north EOS_Z1 address,name_SLOT is a great moderately priced food_SLOT restaurant in the north part of town . they are located at address_SLOT . is there anything else i can do for you today ?,19,33,True
624,1,"thank you , goodbye .","thank you , goodbye .","thank you , goodbye .",moderate north EOS_Z1,thank you . goodbye .,6,6,True
616,0,i would like a restaurant that serves swiss food,i would like a restaurant that serves swiss food,i would like a restaurant that serves swiss food,swiss EOS_Z1,"i 'm sorry , we do not have any swiss restaurants available . do you want to try a different type of food ?",10,25,True
616,1,i would like to try vietnamese food,i would like to try vietnamese type of food,i would like to try vietnamese one,vietnamese EOS_Z1,name_SLOT is a good vietnamese restaurant in the pricerange_SLOT price range,8,12,True
616,2,what is the address of name_SLOT ?,what is the address of name_SLOT ?,what is the address of it ?,vietnamese EOS_Z1 address,address_SLOT,8,2,True
616,3,ok thank you . goodbye .,ok thank you . goodbye .,ok thank you . goodbye .,vietnamese EOS_Z1,thank you for using our system . goodbye,7,9,True
552,0,i am looking for a moderately priced restaurant in the south part of town .,i am looking for a moderately priced restaurant in the south part of town .,i am looking for a moderately priced restaurant in the south part of town .,moderate south EOS_Z1,name_SLOT is a moderately priced restaurant that 's in the south part of town .,16,16,True
552,1,i dont want the address . show area is name_SLOT .,i dont want name_SLOT . show me another moderately priced restaurant in the south part of town .,i dont want it . show me another that priced one in that part of town .,moderate south EOS_Z1,the name_SLOT is a moderately priced restaurant in the south part of town .,18,15,True
552,2,what is the address of the name_SLOT please ?,what is the address of the name_SLOT please ?,what is the address of it please ?,moderate south EOS_Z1 address,address_SLOT,9,2,True
552,3,"thanks . could i get the phone number of the name_SLOT , too ?","thanks . could i get the phone number of the name_SLOT , too ?","thanks . could i get the phone number of it , too ?",moderate south EOS_Z1 phone,name_SLOT 's phone number is phone_SLOT,14,7,True
552,4,"thank you , goodbye","thank you , goodbye","thank you , goodbye",moderate south EOS_Z1,you are welcome goodbye,5,5,True
579,0,i am looking for an expensive restaurant that serves welsh food .,i am looking for an expensive restaurant that serves welsh food .,i am looking for an expensive restaurant that serves welsh food .,welsh expensive EOS_Z1,"i apologize , there are no restaurants in the expensive price range that serve welsh food . would you like a different type of food ?",13,27,True
579,1,how about korean food in the expensive price range ?,how about korean food in the expensive price range ?,how about korean food in that price range ?,korean expensive EOS_Z1,name_SLOT is an expensive korean restaurant . is there anything else i can help you with ?,10,18,True
579,2,"yes , i would like the address and what part of town and what part of town are are in . .","yes , i would like the address of name_SLOT and what part of town name_SLOT is located in .","yes , i would like their address and what part of town they are located in .",korean expensive EOS_Z1 address area,name_SLOT is located in the area_SLOT of town and the address is address_SLOT .,18,15,True
579,3,"thank you , goodbye .","thank you , goodbye .","thank you , goodbye .",korean expensive EOS_Z1,have a nice day ! goodbye .,6,8,True
540,0,i am looking for a german restaurant in the west part of town .,i am looking for a german restaurant in the west part of town .,i am looking for a german restaurant in the west part of town .,german west EOS_Z1,there are no german restaurants in the west part of town . would you like to make another query ?,15,21,True
540,1,how about italian restaurant in the west part of town ?,how about italian restaurants in the west part of town ?,how about italian <unk> in that part of town ?,italian west EOS_Z1,there are several italian restaurants in the west part of town . name_SLOT is pricerange_SLOT and name_SLOT is pricerange_SLOT . would you like the address of one of those ?,11,31,True
540,2,what is the phone number of one of name_SLOT ?,what is the phone number of one of the italian restaurants ?,what is the phone number of one of them ?,italian west EOS_Z1 phone,"the phone number to name_SLOT , which is pricerange_SLOT priced , is phone_SLOT . is there anything else i can assist you with today ?",11,26,True
540,3,thank you goodbye .,thank you goodbye .,thank you goodbye .,italian west EOS_Z1,thank you . goodbye,5,5,True
653,0,i 'm looking for a gastropub restaurant .,i 'm looking for a gastropub restaurant .,i 'm looking for a gastropub restaurant .,gastropub EOS_Z1,the name_SLOT serves gastropub food .,9,7,True
653,1,can i have the address and postcode of the name_SLOT .,can i have the address and postcode of the name_SLOT .,can i have the address and postcode of it .,gastropub EOS_Z1 address postcode,"the address is address_SLOT , postcode_SLOT .",11,8,True
653,2,"thank you , goodbye","thank you , goodbye","thank you , goodbye",gastropub EOS_Z1,thank you for using the cambridge restaurant system phone line . enjoy your meal !,5,16,True
570,0,"hello , i am looking for a restaurant that serves international food .","hello , i am looking for a restaurant that serves international food .","hello , i am looking for a restaurant that serves international food .",international EOS_Z1,i 'm showing three restaurants that fit that description . are you interested in a particular area or price range ?,14,22,True
570,1,"no , any one is fine . can you recommend one of fine .","no , any price range is fine . can you recommend one of the international restaurants ?","no , any one is fine . can you recommend one of them ?",international EOS_Z1,name_SLOT is an international restaurant in the area_SLOT area .,15,11,True
570,2,"hmm , i do n't like the food type the area is name_SLOT in that area in that area in that area in that area in that area in that area in that area in that area in that area","hmm , i do n't really like the food there . is there any international restaurant in the centre area else ?","hmm , i do n't really like the food there . is there anything in that area else ?",international EOS_Z1,name_SLOT is another restaurant there .,20,7,True
570,3,"can i get the address and phone number of name_SLOT , please ?","can i get the address and phone number of name_SLOT , please ?","can i get the address and phone number of it , please ?",international EOS_Z1 address phone,name_SLOT is located at address_SLOT and their phone number is phone_SLOT .,14,13,True
570,4,thank you .,thank you .,thank you .,international EOS_Z1,thank you .,4,4,True
570,5,thank you,thank you,thank you,international EOS_Z1,goodbye .,3,3,True
638,0,i 'm looking for a moderately priced japanese restaurant .,i 'm looking for a moderately priced japanese restaurant .,i 'm looking for a moderately priced japanese restaurant .,japanese moderate EOS_Z1,"i 'm sorry , but there is no restaurant serving japanese food and in the moderate price range . would you like to try another type of food or a different price range ?",11,35,True
638,1,how about modern european food in the moderate price range ?,how about modern european food in the moderate price range ?,how about modern european food in that price range ?,modern european moderate EOS_Z1,there are 3 restaurants serving modern european food and in the moderate price range . would you like the area_SLOT or area_SLOT part of town ?,11,27,True
638,2,"i do not have a preference on food , please make a suggestion .","i do not have a preference on the area , please make a suggestion .","i do not have a preference on it , please make a suggestion .",modern european moderate EOS_Z1,name_SLOT serves modern european food and is in the moderate price range . their phone number is phone_SLOT and they are located at address_SLOT,15,25,True
638,3,thank you . goodbye .,thank you . goodbye .,thank you . goodbye .,modern european moderate EOS_Z1,you 're welcome . thank you for using the system .,6,12,True
657,0,"a moderately priced restaurant in the north part of town , please .","a moderately priced restaurant in the north part of town , please .","a moderately priced restaurant in the north part of town , please .",moderate north EOS_Z1,the name_SLOT is a nice restaurant in the north part of town and is in the moderate price range . would you like their location ?,14,27,True
657,1,yes i would like the location of the name_SLOT please .,yes i would like the location of the name_SLOT please .,yes i would like that of it please .,moderate north EOS_Z1 address,the name_SLOT is located at address_SLOT,10,7,True
657,2,phone number of the name_SLOT ?,phone number of the name_SLOT ?,phone number of it ?,moderate north EOS_Z1 phone,the name_SLOT 's phone number is phone_SLOT . is there anything else i can help you with ?,6,19,True
657,3,"that 's it , thank you . goodbye .","that 's it , thank you . goodbye .","that 's it , thank you . goodbye .",moderate north EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,10,12,True
664,0,i am looking for a danish restaurant,i am looking for a danish restaurant,i am looking for a danish restaurant,danish EOS_Z1,there are no danish restaurants listed . may i direct you toward another restaurant ?,8,16,True
664,1,how about north american restaurant ?,how about north american food ?,how about north american one ?,north american EOS_Z1,"there is one listing for north american food , name_SLOT in area_SLOT part of town .",7,17,True
664,2,what is the phone number and postcode of town in name_SLOT in town ?,what is the phone number and postcode of name_SLOT in centre part of town ?,what is the phone number and postcode of it in that part of town ?,north american EOS_Z1 phone postcode,"postcode : postcode_SLOT , phone number is phone_SLOT",16,9,True
664,3,is there any restaurants in that part of town else ?,is there any north american food in centre part of town else ?,is there anything in that part of town else ?,north american EOS_Z1,that is the only restaurant serving north american food .,11,11,True
664,4,could you give me the phone number and postcode of name_SLOT ?,could you give me the phone number and postcode of the restaurant serving north american food ?,could you give me the phone number and postcode of that ?,north american EOS_Z1 phone postcode,the phone number is phone_SLOT and postcode is postcode_SLOT,13,10,True
664,5,thank you goodbye .,thank you goodbye .,thank you goodbye .,north american EOS_Z1,"thank you for using our service , goodbye .",5,10,True
619,0,i would like a restaurant in the north part of town that serves australasian food,i would like a restaurant in the north part of town that serves australasian food,i would like a restaurant in the north part of town that serves australasian food,australasian north EOS_Z1,there are no restaurants matching your criteria . would you like to search for something else ?,16,18,True
619,1,how about asian oriental food in the north part of town ?,how about asian oriental food in the north part of town ?,how about asian oriental food in that part of town ?,asian oriental north EOS_Z1,"name_SLOT serves asian oriental and they are located in the north , although they are quite pricerange_SLOT . would you like the address ?",12,25,True
619,2,"yes , i would like the address and phone number of name_SLOT .","yes , i would like the address and phone number of name_SLOT .","yes , i would like the address and phone number of it .",asian oriental north EOS_Z1 address phone,name_SLOT 's address is address_SLOT and its phone number is phone_SLOT,14,12,True
619,3,thank you goodbye .,thank you goodbye .,thank you goodbye .,asian oriental north EOS_Z1,thank you and goodbye,5,5,True
592,0,"hello , i am looking for a restaurant on the south side of town that serves international food .","hello , i am looking for a restaurant on the south side of town that serves international food .","hello , i am looking for a restaurant on the south side of town that serves international food .",international south EOS_Z1,"i 'm sorry , there are no international food restaurants on the south side of town . would you like another type of food ?",20,26,True
592,1,how about chinese food on the south side of town ?,how about chinese food on the south side of town ?,how about chinese food on that side of town ?,chinese south EOS_Z1,"there are the name_SLOT , which is pricerange_SLOT , name_SLOT , which is also pricerange_SLOT , and name_SLOT , which is pricerange_SLOT .",11,24,True
592,2,can i have the address of the cheap food ?,can i have the address of lucky star ?,can i have the address of the cheap one ?,chinese south EOS_Z1 address,address_SLOT phone_SLOT,11,3,True
592,3,thank you !,thank you !,thank you !,chinese south EOS_Z1,thank you . goodbye,4,5,True
607,0,hi . can you tell me if any restaurants in the area serve halal food ?,hi . can you tell me if any restaurants in the area serve halal food ?,hi . can you tell me if any restaurants in the area serve halal food ?,halal EOS_Z1,"i apologize , there are no restaurants in the area that serve halal food . would you like another type of food ?",17,24,True
607,1,how about portuguese food ?,how about portuguese type of food ?,how about portuguese one ?,portuguese EOS_Z1,"name_SLOT is serves portuguese food , is in the area_SLOT part of town and in the pricerange_SLOT price range . would you like their location ?",6,27,True
607,2,"yes , phone number and address of name_SLOT please .","yes , phone number and address of name_SLOT please .","yes , phone number and address of it please .",portuguese EOS_Z1 address phone,"there phone number is phone_SLOT and there address is address_SLOT , is there anything else i can help you with ?",11,22,True
607,3,"no thank you , that is all i needed to know . have a good day .","no thank you , that is all i needed to know . have a good day .","no thank you , that is all i needed to know . have a good day .",portuguese EOS_Z1,thank you,18,3,True
607,4,goodbye,goodbye,goodbye,portuguese EOS_Z1,goodbye .,2,3,True
559,0,"can you recommend a restaurant that serves french food ? not too expensive , please .","can you recommend a restaurant that serves french food ? not too expensive , please .","can you recommend a restaurant that serves french food ? not too expensive , please .",french moderate EOS_Z1,there are no french restaurants matching your requests . can i help you with something else ?,17,18,True
559,1,how about french restaurants in any price range ?,how about a french restaurant in any price range ?,how about that in any price range ?,french EOS_Z1,name_SLOT is a french restaurant in the city area_SLOT in the pricerange_SLOT price range .,9,16,True
559,2,can you please give me the address and phone number of name_SLOT,can you please give me the address and phone number of name_SLOT,can you please give me the address and phone number of it,french EOS_Z1 address phone,name_SLOT 's phone number is phone_SLOT and they are located at address_SLOT . is there anything else i can help you with today ?,13,25,True
559,3,thank you . that is all i needed to know . bye bye !,thank you . that is all i needed to know . bye bye !,thank you . that is all i needed to know . bye bye !,french EOS_Z1,you 're welcome . goodbye .,15,7,True
665,0,i am looking for a cheap restaurant in the east part of town .,i am looking for a cheap restaurant in the east part of town .,i am looking for a cheap restaurant in the east part of town .,cheap east EOS_Z1,name_SLOT is a cheap food_SLOT restaurant in the east side . would you like the address or phone number ?,15,21,True
665,1,"yes , could you tell me me both the address and phone number of name_SLOT ?","yes , please . could you tell me both the address and phone number of name_SLOT ?","yes , please . could you tell me both the address and phone number of it ?",cheap east EOS_Z1 address phone,"they are at address_SLOT , and their number is phone_SLOT .",18,12,True
665,2,thank you . goodbye .,thank you . goodbye .,thank you . goodbye .,cheap east EOS_Z1,thank you and goodbye !,6,6,True
582,0,"i 'm in the east part of town , and i 'd like to find a nearby restaurant .","i 'm in the east part of town , and i 'd like to find a nearby scandinavian restaurant .","i 'm in the east part of town , and i 'd like to find a nearby scandinavian restaurant .",scandinavian east EOS_Z1,there are no venues selling scandinavian food in the east part of town .,21,15,True
582,1,how about indian food in the east part of town . give me their address and phone number .,how about indian food in the east part of town . give me their address and phone number .,how about indian food in that part of town . give me their address and phone number .,indian east EOS_Z1 address phone,there are four restaurants in the east part of town serving indian food . what price range would you like ?,19,22,True
582,2,price range does n't matter,price range does n't matter,it does n't matter,indian east EOS_Z1,name_SLOT is a pricerange_SLOT priced restaurant in the east of town that serves indian food .,5,17,True
582,3,can i have the phone number of name_SLOT please ?,can i have the phone number of name_SLOT please ?,can i have the phone number of it please ?,indian east EOS_Z1 phone,name_SLOT 's phone number is phone_SLOT . can i help you with anything else ?,11,16,True
582,4,i need the address of name_SLOT .,i need name_SLOT 's address .,i need their address .,indian east EOS_Z1 address,"of course , it is located at address_SLOT , postcode_SLOT",6,11,True
582,5,thank you . goodbye .,thank you . goodbye .,thank you . goodbye .,indian east EOS_Z1,you 're very welcome . thank you and have a good day . goodbye .,6,16,True
543,0,can you find me a restaurant in the north part of the city ?,can you find me a restaurant in the north part of the city ?,can you find me a restaurant in the north part of the city ?,north EOS_Z1,"there are 9 matching records in the north , what price range do you want ?",15,17,True
543,1,i do n't care about area .,i do n't care about price range .,i do n't care about it .,north EOS_Z1,is there a certain type of food that you would like ?,8,13,True
543,2,"yes , i would like a food food in the north part of food .","yes , i would like world food in the north .","yes , i would like world food there .",world north EOS_Z1,"i am sorry , i ca n't find any restaurant serves world food in the north . is there another type of food or area you might be interested in today ?",10,33,True
543,3,maybe some indian food in the north ?,maybe some indian food in the north ?,maybe some indian food there ?,indian north EOS_Z1,great hit,7,3,True
577,0,"hi , i 'm looking for a moderately priced restaurant in the south part of town .","hi , i 'm looking for a moderately priced restaurant in the south part of town .","hi , i 'm looking for a moderately priced restaurant in the south part of town .",moderate south EOS_Z1,the name_SLOT is moderately priced and in the south part of town . would you like their location ?,18,20,True
577,1,"yes . i would like the location and the phone number of the name_SLOT , please .","yes . i would like the location and the phone number of the name_SLOT , please .","yes . i would like the location and the phone number of it , please .",moderate south EOS_Z1 address phone,the address of name_SLOT is address_SLOT and the phone number is phone_SLOT .,17,14,True
577,2,thank you goodbye .,thank you goodbye .,thank you goodbye .,moderate south EOS_Z1,thank you and goodbye .,5,6,True
602,0,i 'm looking for an indian restaurant in the south area_SLOT of town .,i 'm looking for an indian restaurant in the south area of town .,i 'm looking for an indian restaurant in the south area of town .,indian south EOS_Z1,which price range are you looking for ?,15,9,True
602,1,i do n't care about the price range . what have which price range . what have which price range .,i do n't care about price range . what have you found ?,i do n't care about it . what have you found ?,indian south EOS_Z1,there is name_SLOT . would you like the information ?,13,11,True
602,2,"yes , i would like the phone number and address of name_SLOT .","yes , i would like please . phone number and address of name_SLOT","yes , i would like please . phone number and address of it",indian south EOS_Z1 address phone,their phone number is phone_SLOT and their address is address_SLOT .,14,12,True
602,3,thank you . bye .,thank you . bye .,thank you . bye .,indian south EOS_Z1,you 're welcome . goodbye .,6,7,True
548,0,i want to find a moderately priced restaurant serving european food .,i want to find a moderately priced restaurant serving european food .,i want to find a moderately priced restaurant serving european food .,european moderate EOS_Z1,name_SLOT is in the area_SLOT part of town and in the moderate price range .,13,16,True
548,1,is there any moderately priced restaurant serving european food in in that price range ? give me the address and postcode please .,is there any restaurant in the centre part of town and in the moderate price range else ? give me the address and postcode please .,is there anything in that part of town and in that price range else ? give me the address and postcode please .,european moderate EOS_Z1 address postcode,there is also the name_SLOT also has pricerange_SLOT european food in the area_SLOT area at address_SLOT postal code postcode_SLOT,24,20,True
